# Clauses,# Literals,Time (ms)
1,512,0.997999997
2,512,0.337000002
4,512,0.190999996
8,512,0.227999999
16,512,0.471000007
32,512,0.506999998
64,512,0.711999997
128,512,1.304000008
256,512,1.738999994
512,512,2.512500004
1024,512,4.501000003
2048,512,8.493000001
4096,512,17.4465
8192,512,35.9655
16384,512,69.2605
32768,512,138.316
65536,512,285.5725
